valid_from_dateeow,valid_to_dateeow,personid,age_hh,hh_child,hh_size,income,educat4,housetype,finergy_tp,lfase,business_x,huidigewaarde_klasse,business_y,aantaltegenrekeningenlaatsteq_business,aantalloginsapp_business,aantalloginsweb_business,activitystatus_business,accountoverlay,retail,aantaltegenrekeningenlaatsteq_retail,aantalloginsapp_retail,aantalloginsweb_retail,activitystatus_retail,joint,aantaltegenrekeningenlaatsteq_joint,aantalloginsapp_joint,aantalloginsweb_joint,activitystatus_joint,portofliocountstotal,birthyear,geslacht
2019-08-18,,7358d52c08b7e8594012bb828abdbf3ae8c46b26,1.0,9.0,11.0,1.0,1.0,5.0,G20,1.0,1.0,4.0,1.0,25.0,3.0,0.0,4.0,,,,,,,,,,,,2,1991.0,Vrouwen
2019-09-01,,6b55127a78aaff4a903ab5f3ab6b84e34abb1e87,5.0,3.0,5.0,4.0,2.0,4.0,F16,4.0,1.0,4.0,,,,,,,1.0,,,,,,,,,,1,1975.0,Man
2018-09-23,,b34120d89ec1ad2184bb8ed07d26136c6591ca35,9.0,9.0,11.0,5.0,3.0,4.0,D11,7.0,1.0,6.0,,,,,,,,,,,,,,,,,2,,
2015-02-22,,e132f283945a243f6b6df46a781875400a625636,7.0,3.0,5.0,3.0,2.0,4.0,F18,5.0,1.0,3.0,,,,,,,,,,,,,,,,,2,,
2020-10-04,,7cfb31c4d3d106cfe1fd02c1c70cab1d944effa6,13.0,9.0,10.0,3.0,2.0,4.0,F17,8.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,2,1985.0,Mannen
2018-01-07,,7180d8c7f9fd36afe2987daeae5ed256632b1fb9,5.0,9.0,11.0,4.0,3.0,4.0,B04,6.0,1.0,3.0,,,,,,,,,,,,,,,,,2,,
2020-06-21,,6759e654ba96208629db623636366ac0bfed65ad,9.0,9.0,11.0,5.0,4.0,1.0,D12,7.0,2.0,7.0,1.0,,,,,,1.0,,,,,,,,,,2,1993.0,Vrouw
2017-08-20,,6cdd20126de3dde9abfea7fe157a1ca7ee3b8d70,7.0,1.0,3.0,3.0,2.0,4.0,C08,5.0,1.0,4.0,,,,,,,1.0,,,,,1.0,,,,,2,1964.0,Vrouw
2017-08-20,,6cdd20126de3dde9abfea7fe157a1ca7ee3b8d70,7.0,1.0,3.0,3.0,2.0,4.0,C08,5.0,1.0,4.0,,,,,,,1.0,,,,,1.0,,,,,2,2000.0,Man(nen) en vrouw(en)
2015-01-18,,e786f5b17293a4c0eb1282c95d2ddb7fc252ce40,10.0,9.0,11.0,5.0,4.0,1.0,D12,8.0,1.0,8.0,,,,,,,,,,,,1.0,0.0,3.0,2.0,2.0,2,1950.0,Man(nen) en vrouw(en)
2019-01-20,,962c2a91d75a7a717e6139f6187652574213d455,8.0,1.0,3.0,3.0,2.0,3.0,F16,5.0,2.0,2.0,1.0,,,,,,1.0,,,,,,,,,,2,1961.0,Vrouw
2016-04-24,,1a97b2f4c1f762641dc56b95b2d870ad51ee4108,3.0,9.0,11.0,1.0,3.0,5.0,G21,1.0,1.0,2.0,,,,,,,,,,,,,,,,,1,,
2017-02-05,,73f649c2aa4ca92f2447d395618faff11491f5df,4.0,1.0,2.0,4.0,3.0,2.0,F16,2.0,2.0,4.0,1.0,6.0,25.0,0.0,3.0,,,,,,,,,,,,2,1975.0,Man
2019-06-23,,b48e799e1b632f71cab8d7a4cb86659da91f1b3d,13.0,9.0,11.0,3.0,2.0,1.0,D10,8.0,1.0,5.0,,,,,,,1.0,,,,,,,,,,1,1992.0,Man
2018-09-09,,3a304960d84fa19dd815661d933ca46157b5b55f,7.0,9.0,11.0,2.0,1.0,1.0,F19,7.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,2,1992.0,Mannen
2020-03-15,,3cf7220d988c1d9e1f0d38e88f0007f86f9b3e76,5.0,1.0,3.0,3.0,2.0,4.0,F17,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,2,1976.0,Vrouw
2020-09-06,,d89687b7fa61d0979939a071b9a2289e72031572,3.0,1.0,3.0,3.0,3.0,4.0,D11,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,2,1997.0,Vrouw
2018-12-30,,dd4d8f7ed06676d2fbe24c3ea53b58b84dadcfc1,3.0,2.0,4.0,5.0,4.0,2.0,B04,2.0,1.0,6.0,,,,,,,1.0,,,,,,,,,,1,1986.0,Vrouw
2017-11-12,,2caff1e0b7a6fe6e64d573e6a586f669357271f8,5.0,9.0,10.0,1.0,2.0,5.0,I25,6.0,1.0,4.0,1.0,76.0,0.0,12.0,4.0,,,,,,,,,,,,2,1983.0,Man
2016-01-24,,de5066b2b5b34e1d6e1872541ceb7b268dfa8564,8.0,1.0,3.0,1.0,2.0,5.0,H23,5.0,1.0,2.0,,,,,,,,,,,,,,,,,2,,
2017-02-05,,36352bcc35d9ebae1ef0c6221e470e8ed682f6e8,3.0,1.0,2.0,3.0,4.0,4.0,F16,2.0,1.0,4.0,,,,,,,,,,,,,,,,,1,,
2020-05-10,,53de92f65e82731070d76447e546d1bda81b3e6d,4.0,9.0,10.0,5.0,3.0,1.0,F16,6.0,1.0,6.0,1.0,,,,,,,,,,,,,,,,2,1982.0,Man
2020-02-09,,e37cd0c5ce97bc7ae198461e554202ed275a7227,1.0,9.0,10.0,1.0,3.0,5.0,G20,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1,,
2019-12-01,,e7daa552427322b1e09fd26576e9bbd580871e9d,6.0,3.0,4.0,1.0,1.0,5.0,G20,5.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,2,2000.0,Vrouw
2017-09-17,,3ca80eec4ab3f588732397ae7e282ff67ed1658a,6.0,2.0,4.0,5.0,3.0,1.0,C07,4.0,1.0,8.0,,,,,,,,,,,,,,,,,1,,
2018-08-26,,926728d8e13c2f01a66e229239db6cfe5189ca68,5.0,3.0,5.0,5.0,3.0,4.0,C07,4.0,1.0,6.0,,,,,,,1.0,,,,,,,,,,1,1976.0,Man
2019-07-07,,4f222fc5c420a3b4689797230a28ecb8c0b65bac,6.0,2.0,3.0,1.0,1.0,3.0,H23,5.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,2,1991.0,Man(nen) en vrouw(en)
2016-01-17,,a58238ceceaf250674ec2e4171b903c3ed29a6c1,9.0,1.0,3.0,5.0,3.0,2.0,A01,5.0,1.0,9.0,,,,,,,,,,,,1.0,,,,,2,1958.0,Man(nen) en vrouw(en)
2017-08-13,,6f9f32f80d9bd6c775f51aa88b97da7be18aac2f,12.0,9.0,11.0,3.0,3.0,4.0,D13,8.0,2.0,4.0,1.0,,,,,1.0,,,,,,,,,,,2,1968.0,Man
2019-11-24,,bad8fadc6010ee1daee2eed5bea51f057c2cbc5b,5.0,3.0,5.0,5.0,4.0,5.0,G22,4.0,1.0,8.0,1.0,8.0,120.0,0.0,4.0,,,,,,,,,,,,2,1977.0,Vrouw
2016-09-04,,86e23235f19dee6406c33513aa52aee716c35973,8.0,1.0,3.0,5.0,4.0,5.0,A01,5.0,2.0,8.0,,,,,,,,,,,,1.0,,,,,2,1962.0,Man(nen) en vrouw(en)
2018-08-05,,a533d80ed6790e97406195050ce545b509354d05,3.0,9.0,10.0,5.0,3.0,1.0,C09,1.0,1.0,5.0,1.0,34.0,140.0,2.0,4.0,,,,,,,,,,,,2,1990.0,Man(nen) en vrouw(en)
2017-12-03,,dd36df5656a7bc96a4c58ae20d5e7f208ae6132c,7.0,2.0,4.0,4.0,2.0,1.0,C06,5.0,1.0,5.0,1.0,19.0,17.0,0.0,4.0,,,,,,,,,,,,2,1994.0,Mannen
2020-04-12,,45464e9d8822a1134438a340328b63b428101dcd,6.0,2.0,4.0,4.0,2.0,1.0,F16,4.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,2,1968.0,Man
2018-01-14,,1663e28a3ef500139da9fdb90758bfe51218141c,6.0,3.0,5.0,4.0,3.0,4.0,C08,4.0,2.0,3.0,,,,,,,,,,,,,,,,,2,,
2015-03-01,,437dfc34173e55dcde934f2341c19cfd0274225a,4.0,3.0,5.0,4.0,3.0,2.0,F16,4.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,2,1990.0,Vrouwen
2015-12-27,,74212d0ed5f5776d779acb0faad2ad3bebf14b42,7.0,2.0,4.0,5.0,2.0,2.0,F16,5.0,1.0,6.0,,,,,,,,,,,,,,,,,2,,
2015-12-27,,17be1c45df01a1b02de8133fd37f3d16ab5b2b46,1.0,9.0,10.0,5.0,3.0,1.0,C07,1.0,1.0,8.0,,,,,,,,,,,,,,,,,2,,
2020-07-26,,8bddda520372220885f138a622bed4c4170d1e88,2.0,9.0,10.0,1.0,1.0,5.0,G21,1.0,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,,2,1996.0,Man
2017-01-29,,75dd277350396db2e89cae5a0af1ec4a4e43ca7e,5.0,3.0,5.0,5.0,4.0,4.0,B04,3.0,1.0,7.0,1.0,,,,,,,,,,,,,,,,2,1978.0,Man
2018-01-28,,c8d801043ae0f0bd22444bc554808d93a5cfee6e,4.0,1.0,3.0,2.0,4.0,5.0,F18,3.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,2,1989.0,Man
2019-10-06,,af37edd608ff833c8b4b655acb2e6ade3d26a898,7.0,1.0,2.0,1.0,1.0,4.0,H24,5.0,1.0,2.0,,,,,,,1.0,,,,,,,,,,1,2001.0,Vrouw
2014-12-28,,d88cac41fd8e755ce407fd9290bbb65e1cf5e8e7,8.0,2.0,3.0,4.0,2.0,5.0,B05,3.0,1.0,5.0,,,,,,,,,,,,1.0,24.0,136.0,0.0,4.0,2,1983.0,Man(nen) en vrouw(en)
2020-11-15,,7f41098f3a3131071ebf2baf158ab385f714a48e,6.0,2.0,4.0,3.0,2.0,5.0,F18,3.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,2,1995.0,Man
2017-07-30,,4714f3fe8d65ba34654b591e387db5a5a2e3a1d9,9.0,9.0,11.0,5.0,3.0,2.0,C09,7.0,1.0,4.0,1.0,1.0,76.0,0.0,2.0,,,,,,,1.0,2.0,76.0,0.0,2.0,3,1956.0,Vrouw
2017-07-30,,4714f3fe8d65ba34654b591e387db5a5a2e3a1d9,9.0,9.0,11.0,5.0,3.0,2.0,C09,7.0,1.0,4.0,1.0,1.0,76.0,0.0,2.0,,,,,,,1.0,2.0,76.0,0.0,2.0,3,1954.0,Man(nen) en vrouw(en)
2019-08-18,,ae6a7d66edc012a5179368d20fb38b4853c57b7d,7.0,3.0,5.0,3.0,3.0,1.0,F19,5.0,2.0,4.0,,,,,,,,,,,,,,,,,2,,
2020-11-08,,aa5436c7c6d451f7d9012ff8e92e26c794fa6ab4,8.0,9.0,10.0,2.0,2.0,4.0,I26,7.0,1.0,4.0,,,,,,,1.0,,,,,,,,,,1,1997.0,Vrouw
2016-01-03,,b95b6ee32e86c9b6f37766f68588b5b41c4209d0,8.0,1.0,3.0,5.0,4.0,1.0,A01,5.0,2.0,9.0,,,,,,,,,,,,1.0,,,,,2,1963.0,Man(nen) en vrouw(en)
2015-01-18,,f8c62008d53e2daf818be170f3333eefad10b952,11.0,9.0,11.0,5.0,4.0,5.0,A03,8.0,1.0,9.0,,,,,,,,,,,,1.0,,,,,2,1950.0,Man(nen) en vrouw(en)
2020-11-22,,40e2b9370ab34282b867678bea70abc89f013290,7.0,2.0,3.0,2.0,1.0,4.0,H24,5.0,1.0,3.0,,,,,,,1.0,2.0,135.0,0.0,1.0,,,,,,1,1997.0,Man
2018-09-09,,eb9de62ea77749c1621738a3fb9ecc35bb98b9ef,8.0,2.0,4.0,2.0,1.0,4.0,J27,5.0,1.0,2.0,,,,,,,,,,,,,,,,,1,,
2014-08-03,,c2eab1ef90de11619e4e70251faae7eb943df6a2,,,,,,,Z99,,3.0,0.0,,,,,,,1.0,,,,,,,,,,1,1983.0,Vrouw
2015-01-18,,951f9e481da44d8d92bd9eff644b70b63e699b83,3.0,1.0,3.0,5.0,3.0,2.0,B04,2.0,1.0,5.0,,,,,,,,,,,,,,,,,1,,
2014-09-28,,a76a7a130ffabd0c89f450ce093a17553c5a9e89,4.0,1.0,3.0,5.0,4.0,1.0,A01,2.0,1.0,7.0,,,,,,,,,,,,,,,,,2,,
2016-10-02,,b42f9adfa3d2aacb9319e1f473c66a9fcda8a5ea,9.0,9.0,11.0,4.0,3.0,2.0,F16,7.0,2.0,5.0,,,,,,,1.0,8.0,60.0,5.0,3.0,,,,,,1,1981.0,Vrouw
2019-05-26,,b2aff32466f42063b844b23c8e8c704c472fa7af,8.0,1.0,3.0,5.0,2.0,5.0,G21,5.0,2.0,10.0,,,,,,,,,,,,,,,,,2,,
2018-10-14,,5bbfaaf48bba95f3e7209b2c0a0647a55c7a10e7,9.0,9.0,10.0,1.0,1.0,5.0,H24,7.0,1.0,4.0,,,,,,,1.0,,,,,,,,,,1,1985.0,Vrouw
2017-02-19,,6840ecc7f70b7b5d17d0f803dc7092adc4245ad2,3.0,2.0,4.0,5.0,4.0,4.0,F18,3.0,2.0,7.0,,,,,,,,,,,,1.0,,,,,2,1978.0,Man(nen) en vrouw(en)
2019-02-10,,8291e7908f396e030b14c31fb1c7bd90bc855653,1.0,9.0,10.0,2.0,3.0,4.0,G20,1.0,2.0,5.0,,,,,,,,,,,,,,,,,3,,
2014-04-20,,455d14dda58e59fe73782bdc21c18c43c173c73b,5.0,9.0,11.0,5.0,3.0,5.0,E15,6.0,1.0,6.0,,,,,,,,,,,,,,,,,2,,
2014-06-15,,20af1d23ca8c45babb44796e912854c0d253be3c,8.0,9.0,11.0,5.0,3.0,1.0,C07,7.0,2.0,9.0,3.0,0.0,12.0,0.0,1.0,,,,,,,1.0,,,,,5,1962.0,Man(nen) en vrouw(en)
2014-06-15,,20af1d23ca8c45babb44796e912854c0d253be3c,8.0,9.0,11.0,5.0,3.0,1.0,C07,7.0,2.0,9.0,3.0,0.0,12.0,0.0,1.0,,,,,,,1.0,,,,,5,1960.0,Man(nen) en vrouw(en)
2014-06-15,,20af1d23ca8c45babb44796e912854c0d253be3c,8.0,9.0,11.0,5.0,3.0,1.0,C07,7.0,2.0,9.0,3.0,0.0,12.0,0.0,1.0,,,,,,,1.0,,,,,5,1960.0,Mannen
2014-06-15,,20af1d23ca8c45babb44796e912854c0d253be3c,8.0,9.0,11.0,5.0,3.0,1.0,C07,7.0,2.0,9.0,3.0,0.0,12.0,0.0,1.0,,,,,,,1.0,,,,,5,1960.0,Man
2019-09-29,,482f464e996ebb9695fd89af77dabc8425aabfcc,5.0,2.0,3.0,5.0,3.0,4.0,F18,3.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,2,1985.0,Man
2018-12-30,,f90f4403f58b3d6406bd7147d2cdeda7ecb37d21,1.0,9.0,11.0,3.0,3.0,1.0,D10,1.0,2.0,6.0,1.0,82.0,61.0,0.0,4.0,,,,,,,,,,,,2,1978.0,Man(nen) en vrouw(en)
2017-04-16,,e0039af80f04ff1a11ca52a807ad86ace8e98660,2.0,9.0,10.0,2.0,2.0,5.0,I25,1.0,1.0,1.0,,,,,,,1.0,16.0,91.0,0.0,3.0,1.0,45.0,237.0,0.0,4.0,2,1991.0,Vrouw
2017-04-16,,e0039af80f04ff1a11ca52a807ad86ace8e98660,2.0,9.0,10.0,2.0,2.0,5.0,I25,1.0,1.0,1.0,,,,,,,1.0,16.0,91.0,0.0,3.0,1.0,45.0,237.0,0.0,4.0,2,1991.0,Man(nen) en vrouw(en)
2015-03-22,,67eea5fd1398239b279fd20f8e578484510a990a,12.0,9.0,11.0,5.0,3.0,5.0,D13,8.0,1.0,5.0,,,,,,,,,,,,,,,,,2,,
2018-04-22,,cb42767c02f864919a8f6bcf84db999829448c10,9.0,9.0,11.0,5.0,4.0,4.0,A01,7.0,2.0,9.0,1.0,,,,,,,,,,,,,,,,2,1985.0,Man
2020-10-25,,df2b9ab65b39bbbb4aa2fe182964e074bede7c53,7.0,9.0,10.0,2.0,3.0,5.0,G21,7.0,1.0,5.0,1.0,21.0,235.0,22.0,4.0,,1.0,15.0,133.0,4.0,3.0,,,,,,2,1998.0,Man
2020-08-30,,9f2d63c84e92581ae5f0e44fed4d2c587f7a1dce,3.0,2.0,4.0,3.0,2.0,4.0,B04,3.0,1.0,4.0,1.0,,,,,1.0,,,,,,,,,,,2,1985.0,Man
2016-11-13,,86b8dbc42f955823c0636687343828c2aa575713,4.0,3.0,5.0,4.0,3.0,4.0,F17,3.0,1.0,5.0,,,,,,,,,,,,1.0,64.0,342.0,0.0,4.0,2,1981.0,Man(nen) en vrouw(en)
2018-09-16,,fe4169da9f2ed95e98d0142331597be43f344bad,,,,,,,Z99,,3.0,0.0,1.0,33.0,47.0,2.0,4.0,,,,,,,,,,,,2,1964.0,Vrouw
2020-02-09,,d92be027ad53bd531e7ddd2f3d40e9ce0679f6bc,11.0,9.0,11.0,3.0,2.0,4.0,D11,8.0,1.0,6.0,1.0,14.0,37.0,0.0,4.0,,,,,,,,,,,,2,1994.0,Man
2020-04-19,,aea7ebc84d8c66698b9d801f442256b80eb528c7,6.0,2.0,4.0,5.0,4.0,4.0,F17,5.0,2.0,5.0,1.0,,,,,1.0,,,,,,,,,,,2,1982.0,Man
2014-10-05,,c62ba65554225db7c4becc9c09b673d734f6429c,10.0,9.0,11.0,4.0,4.0,3.0,B05,8.0,1.0,6.0,,,,,,,,,,,,,,,,,2,,
2020-11-01,,3ce719f45f8174b6fb8cc74b00fa3924486541ad,8.0,9.0,10.0,2.0,2.0,5.0,H23,7.0,1.0,6.0,1.0,1.0,12.0,0.0,2.0,,,,,,,,,,,,2,1974.0,Man
2016-04-10,,a3444cd063c728ba6a3dfa3374ce763814b4410e,5.0,9.0,11.0,5.0,3.0,1.0,B04,6.0,1.0,7.0,,,,,,,,,,,,,,,,,2,,
2014-12-14,,d1836de3f737a64dd1d42e99719c00f72c098d53,11.0,9.0,11.0,5.0,4.0,4.0,D13,8.0,1.0,7.0,,,,,,,,,,,,,,,,,2,,
2020-09-20,,a3333bfe9dbb80771663c2269310ae314ec72da2,13.0,9.0,10.0,2.0,1.0,5.0,J27,8.0,1.0,5.0,1.0,,,,,1.0,,,,,,,,,,,2,1993.0,Vrouw
2018-03-18,,86902cb8fb02d20f5147e8ab4023919f7d2bce46,6.0,2.0,4.0,3.0,2.0,3.0,F16,4.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,2,1978.0,Man
2019-09-29,,f49e64af9124f84260dc5576ae96ac7dd4c3376c,6.0,2.0,4.0,5.0,3.0,1.0,B04,3.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,2,1972.0,Man
2020-10-04,,dad13e81d7e5f068a8422a0b740ab52ef830fff9,6.0,2.0,4.0,3.0,3.0,5.0,I25,5.0,2.0,4.0,,,,,,,1.0,11.0,440.0,5.0,3.0,,,,,,1,2000.0,Vrouw
2018-04-08,,2184fe4d04c9614593a645ee384d3b5721214e2a,6.0,3.0,5.0,5.0,3.0,2.0,B04,5.0,1.0,9.0,,,,,,,,,,,,,,,,,2,,
2014-07-27,,b48e79e4147ef1c7f9343a187b1e3a18b34b2a8d,7.0,1.0,3.0,5.0,3.0,4.0,C08,5.0,2.0,5.0,,,,,,,,,,,,,,,,,2,,
2020-09-20,,aed1126b84117f1886588509acab77410b84ca28,6.0,9.0,11.0,5.0,4.0,2.0,A01,6.0,2.0,9.0,,,,,,,1.0,,,,,,,,,,1,2002.0,Man
2020-04-05,,4424517fac4465d665f1487e3eb3af97925739b8,8.0,1.0,3.0,1.0,1.0,5.0,H23,5.0,1.0,3.0,,,,,,,1.0,,,,,,,,,,1,1963.0,Vrouw
2017-07-23,,c3a05291d4b1a0461d8bde208e0c7be45199a062,6.0,2.0,4.0,3.0,2.0,4.0,F16,3.0,2.0,4.0,,,,,,,,,,,,,,,,,2,,
2014-09-21,,8274807b5b084bb52ae1ee08535fe78cdce5e09d,7.0,1.0,3.0,5.0,2.0,3.0,C06,5.0,1.0,7.0,,,,,,,,,,,,1.0,2.0,0.0,4.0,2.0,2,1964.0,Man(nen) en vrouw(en)
2019-02-17,,4290a2c5783e20e9a776562e59a55a1483552982,11.0,9.0,11.0,3.0,3.0,1.0,C07,8.0,1.0,7.0,,,,,,,,,,,,1.0,,,,,2,1978.0,Man(nen) en vrouw(en)
2016-01-31,,ce0d863d47979dfe59b9929f9701f3ecef747259,3.0,2.0,4.0,4.0,4.0,3.0,G22,2.0,1.0,4.0,,,,,,,,,,,,1.0,68.0,219.0,0.0,4.0,2,1986.0,Man(nen) en vrouw(en)
2018-05-06,,3152a8dd54960d9c4b454248622d2434bb9842a0,13.0,9.0,10.0,4.0,4.0,5.0,D13,8.0,2.0,7.0,1.0,,,,,,,,,,,,,,,,2,1966.0,Vrouw
2018-07-08,,816471874ad6c969b40d836dd92b25c11086ab60,3.0,3.0,5.0,4.0,3.0,4.0,B04,2.0,1.0,5.0,1.0,15.0,44.0,2.0,4.0,,,,,,,,,,,,2,1982.0,Man
2017-06-04,,4693a36e48d01632fa3b5bd40b63fd5f21b45b00,7.0,9.0,11.0,5.0,4.0,1.0,C07,7.0,2.0,8.0,,,,,,,,,,,,,,,,,2,,
2018-12-02,,31b62035bce7ff871f0461a13bfd8a76c7377eeb,5.0,1.0,2.0,2.0,2.0,3.0,H24,5.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,2,1977.0,Vrouw
2016-06-19,,4a6e892aa53c404907a9d4bcf7c8422f5e312089,,,,,,,Z99,,5.0,0.0,2.0,,,,,,,,,,,,,,,,4,1978.0,Vrouw
2016-06-19,,4a6e892aa53c404907a9d4bcf7c8422f5e312089,,,,,,,Z99,,5.0,0.0,2.0,,,,,,,,,,,,,,,,4,1978.0,Man(nen) en vrouw(en)
2019-04-28,,adc25a648a2d66a6f64a4f4d044edfc81ef52d7d,8.0,9.0,11.0,5.0,4.0,1.0,D10,7.0,2.0,9.0,1.0,10.0,14.0,0.0,4.0,,,,,,,,,,,,2,1990.0,Vrouw
2014-06-08,,088e3b9ce99dff1756f32f69f6fe6a77a47643d9,2.0,9.0,11.0,3.0,2.0,1.0,F16,1.0,1.0,4.0,,,,,,,,,,,,,,,,,2,,
2018-09-30,,96d676f8763df3fe20612f2cdff8ba6fa1f43eed,8.0,9.0,10.0,3.0,2.0,4.0,F18,7.0,1.0,3.0,,,,,,,1.0,,,,,,,,,,2,1973.0,Man
2020-02-23,,64fdb5f8634fdf9aa5c50c8c947f3e608c440137,7.0,9.0,11.0,5.0,2.0,2.0,C07,7.0,1.0,10.0,1.0,,,,,1.0,,,,,,,,,,,2,1974.0,Man(nen) en vrouw(en)
2020-08-23,,2298831e2fcffd77356655f0e2d2997b25a6e138,6.0,2.0,4.0,5.0,3.0,4.0,C06,4.0,1.0,6.0,1.0,,,,,,,,,,,,,,,,2,2000.0,Vrouw
2018-07-01,,9af21182cf69df1e3cf1476c2c2f457164bc5ddf,8.0,9.0,11.0,5.0,2.0,4.0,B04,7.0,2.0,5.0,1.0,,,,,1.0,,,,,,,,,,,2,1993.0,Vrouw
2013-01-06,,bb18b6dfca9b417a97c1ce5061b974332fca4549,6.0,9.0,11.0,2.0,2.0,4.0,I26,6.0,1.0,3.0,,,,,,,1.0,,,,,,,,,,1,1970.0,Man
2018-01-14,,f7cbf0825c4eb30d8732566080d14cdbeed5cbd3,3.0,1.0,2.0,2.0,2.0,5.0,F18,2.0,1.0,2.0,,,,,,,,,,,,,,,,,2,,
2017-10-22,,f64632a33b977580868255d04dffecf07ad02ddc,4.0,9.0,11.0,5.0,4.0,4.0,A01,6.0,2.0,8.0,1.0,0.0,9.0,1.0,1.0,,,,,,,,,,,,2,1979.0,Man
2020-01-26,,35281379558e0400ee86940126576f53e04becab,8.0,1.0,3.0,5.0,3.0,4.0,B05,5.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,2,1968.0,Vrouw
2017-04-23,,3b1a195a8d4223f06c57ae422f2ef4a0837a3502,6.0,2.0,4.0,3.0,2.0,2.0,C09,5.0,2.0,4.0,,,,,,,,,,,,,,,,,2,,
2020-08-23,,0fb249e68537597209e67f3ae97da29a57f3947b,1.0,9.0,10.0,1.0,2.0,5.0,G21,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,1,1998.0,Man
2014-05-11,,2c1fed1db3aa38f71ae3073a1f4d257068228e34,7.0,2.0,4.0,3.0,2.0,3.0,F16,4.0,2.0,4.0,1.0,56.0,117.0,0.0,4.0,,1.0,6.0,117.0,0.0,3.0,,,,,,2,1968.0,Man
2018-01-21,,404220dcfc366e3673b34a02377f94d7fc760eb2,10.0,9.0,11.0,5.0,2.0,2.0,B05,8.0,1.0,6.0,,,,,,,1.0,,,,,,,,,,1,1951.0,Man
2018-04-29,,d0eb4dbcc8903b44c0201be5d7d3f4a7338a5bff,2.0,9.0,10.0,1.0,2.0,5.0,I25,1.0,1.0,3.0,,,,,,,,,,,,,,,,,2,,
2016-10-09,,39d6428989add216d3d3851905c4b566319eed9d,7.0,2.0,4.0,5.0,3.0,3.0,C08,4.0,2.0,4.0,1.0,6.0,17.0,0.0,3.0,,,,,,,,,,,,2,1966.0,Vrouw
2020-08-30,,2aeb2f85aa192e80c67529eae1b3ab2cbc977284,3.0,9.0,10.0,2.0,4.0,5.0,B04,1.0,1.0,7.0,1.0,11.0,9.0,0.0,4.0,,,,,,,,,,,,3,1964.0,Man(nen) en vrouw(en)
2014-11-09,,730c483db7d6fecec7e4bdf0dca72111d24006ce,10.0,9.0,11.0,5.0,3.0,4.0,B05,8.0,1.0,6.0,,,,,,,,,,,,1.0,,,,,2,1954.0,Man(nen) en vrouw(en)
2015-10-25,,737ddaf0e154c9b4d2b5819ee71ef86ac308f375,5.0,3.0,5.0,3.0,2.0,4.0,F16,5.0,1.0,4.0,,,,,,,,,,,,,,,,,2,,
2015-04-05,,67a3c117bf99b27653f579969f908d318da664fa,3.0,2.0,3.0,5.0,4.0,1.0,C06,4.0,1.0,9.0,,,,,,,,,,,,1.0,19.0,29.0,0.0,3.0,2,1977.0,Man(nen) en vrouw(en)
2015-01-04,,f5c67273d53e4b149eb06fa81dbb68b17674b19d,7.0,1.0,2.0,4.0,2.0,5.0,B04,4.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,3,1967.0,Vrouw
2018-11-18,,ce740980f81ab4704bfb5777f64a3ac00d06d432,1.0,9.0,10.0,1.0,1.0,5.0,J27,1.0,1.0,4.0,,,,,,,,,,,,,,,,,2,,
2016-01-03,,f2b319f905c8a9974fd5d53a9055b8fee74927f0,6.0,2.0,4.0,5.0,4.0,2.0,C08,5.0,1.0,8.0,1.0,,,,,1.0,,,,,,1.0,,,,,3,1970.0,Man(nen) en vrouw(en)
2016-01-03,,f2b319f905c8a9974fd5d53a9055b8fee74927f0,6.0,2.0,4.0,5.0,4.0,2.0,C08,5.0,1.0,8.0,1.0,,,,,1.0,,,,,,1.0,,,,,3,1970.0,Man
2014-03-30,,25ec36b553313852c4ac3747261ece66d415a3ec,8.0,9.0,11.0,5.0,3.0,1.0,D10,7.0,1.0,10.0,,,,,,,1.0,,,,,,,,,,1,1963.0,Man
2019-07-07,,872c3ee3c07e3a648bb9439b5a27010f3d3772e4,4.0,1.0,3.0,3.0,2.0,2.0,F16,2.0,1.0,4.0,1.0,,,,,1.0,,,,,,,,,,,2,1983.0,Vrouw
2018-11-11,,17e419e60bc9220312d9a4f272b9d90fe292cafe,6.0,9.0,11.0,5.0,3.0,1.0,C09,6.0,1.0,5.0,1.0,7.0,8.0,0.0,4.0,1.0,,,,,,,,,,,2,1980.0,Vrouw
2015-12-06,,866c09825fe6b27b62d630ba017cfa97db1607a1,7.0,1.0,2.0,2.0,1.0,3.0,I25,4.0,1.0,4.0,,,,,,,,,,,,,,,,,2,,
